12.683283741552758,13.985322437996057,11.337168716518375,13.347524083993376
12.550676891190953,14.061324314295794,12.393997940205294,14.127954712157319
13.073540583140629,14.305113349747229,11.514990288813264,12.59121318666341
12.717662898835774,14.456862651312031,13.875187196663374,13.99886424367186
12.784717878005646,13.910105848844486,13.77260042402775,13.984338826156792
13.018782004403224,14.360506146492114,13.537458729811677,14.199132797533178
12.611626032676934,14.430216916537638,14.418938863640117,15.775066961905145
12.720087268943786,14.43756210882141,15.030494986527385,13.956618548812813
12.610599234445974,14.577135511742672,15.301014211233593,16.024605181597206
12.55756578984771,14.756451824885875,16.604105907622124,15.143657213354404
